,nets
0,140
1,239
2,287
3,109
4,98
5,110
6,234
7,168
8,296
9,9
10,114
11,148
12,252
13,100
14,80
15,36
16,228
17,165
18,44
19,243
20,160
21,157
22,274
23,155
24,158
25,216
26,113
27,91
28,35
29,3
30,70
31,244
32,262
33,4
34,276
35,132
36,219
37,186
38,235
39,275
40,125
41,279
42,297
43,232
44,29
45,230
46,265
47,290
48,161
49,233
50,231
51,291
52,152
53,10
54,124
55,256
56,212
57,292
58,102
59,166
60,33
61,63
62,27
63,45
64,60
65,237
66,194
67,175
68,59
69,278
70,43
71,53
72,197
73,253
74,107
75,1
76,120
77,135
