,nets
0,80
1,98
2,129
3,45
4,90
5,62
6,134
7,153
8,46
9,59
10,101
11,53
12,270
13,283
14,85
15,244
16,117
17,196
18,18
19,187
20,250
21,292
22,255
23,227
24,40
25,268
26,136
27,229
28,262
29,295
30,51
31,172
32,79
33,245
34,126
35,235
36,170
37,263
38,205
39,223
40,203
41,234
42,296
43,228
44,290
45,94
46,43
47,181
48,29
49,39
50,151
51,191
52,163
53,31
54,269
55,241
56,259
57,120
58,156
59,119
60,190
61,204
62,167
63,155
64,108
65,97
66,26
67,93
68,54
69,24
70,186
71,201
72,70
73,124
74,281
75,64
76,89
77,125
78,137
79,246
80,211
81,224
82,81
83,198
84,261
85,146
86,188
87,110
88,13
89,206
90,218
91,162
92,189
93,175
94,185
95,148
