,nets
0,124
1,125
2,260
3,99
4,27
5,61
6,286
7,198
8,171
9,63
10,214
11,194
12,203
13,149
14,90
15,175
16,185
17,17
18,222
19,226
20,196
21,228
22,292
23,129
24,9
25,289
26,8
27,220
28,152
29,255
30,208
31,120
32,206
33,186
34,43
35,242
36,41
37,24
38,218
39,139
40,153
41,192
42,128
43,248
44,66
45,108
46,88
47,184
48,44
49,146
50,278
51,174
52,235
53,219
54,83
55,191
56,33
57,132
58,238
59,205
60,136
61,113
62,199
63,167
64,293
65,160
66,268
67,204
68,216
69,239
70,135
71,56
72,272
73,189
74,102
75,40
76,140
77,259
78,5
79,223
80,154
81,10
82,168
83,14
84,36
85,297
86,276
87,281
88,170
89,31
90,28
91,247
92,73
93,183
