,nets
0,171
1,255
2,221
3,286
4,12
5,26
6,267
7,155
8,250
9,115
10,192
11,244
12,104
13,55
14,138
15,251
16,297
17,110
18,13
19,23
20,245
21,299
22,77
23,59
24,2
25,36
26,81
27,108
28,78
29,136
30,143
31,66
32,93
33,163
34,164
35,91
36,285
37,231
38,280
39,272
40,284
41,75
42,283
43,294
44,160
45,260
46,170
47,298
48,29
49,73
50,21
51,232
52,116
53,43
54,103
55,281
56,278
57,74
58,150
59,172
60,96
61,193
62,240
63,173
64,58
65,253
66,71
67,237
68,282
69,84
70,274
71,8
72,92
73,249
74,187
75,300
76,254
77,269
78,57
79,7
80,158
81,152
82,296
83,273
84,151
85,45
86,134
87,114
88,265
89,179
90,100
91,157
92,139
93,6
94,176
95,154
96,60
