,nets
0,226
1,238
2,7
3,158
4,31
5,286
6,199
7,142
8,128
9,106
10,256
11,89
12,19
13,133
14,203
15,235
16,32
17,201
18,291
19,180
20,3
21,152
22,208
23,216
24,265
25,272
26,276
27,269
28,212
29,126
30,295
31,300
32,223
33,15
34,188
35,112
36,264
37,70
38,249
39,251
40,2
41,18
42,101
43,240
44,194
45,91
46,165
47,50
48,54
49,233
50,182
51,257
52,16
53,4
54,184
55,11
56,164
57,270
58,92
59,290
60,138
61,171
62,38
63,285
64,157
65,241
66,280
67,9
68,21
69,104
70,116
71,146
72,118
73,120
74,24
75,198
76,40
77,51
78,209
79,274
80,248
81,86
