,nets
0,269
1,69
2,59
3,146
4,80
5,67
6,233
7,57
8,31
9,290
10,154
11,119
12,273
13,97
14,170
15,172
16,63
17,91
18,167
19,226
20,139
21,134
22,158
23,160
24,84
25,207
26,204
27,24
28,142
29,1
30,194
31,122
32,283
33,7
34,81
35,156
36,220
37,120
38,94
39,260
40,282
41,297
42,161
43,291
44,56
45,189
46,225
47,245
48,86
49,274
50,106
51,190
52,177
53,264
54,286
55,93
56,111
57,251
58,165
59,192
60,215
61,169
62,112
63,90
64,17
65,23
66,209
67,49
68,83
69,262
70,217
71,250
72,32
73,48
74,237
75,144
76,118
77,183
78,240
79,27
80,257
81,199
82,147
83,87
84,293
85,223
86,294
87,108
88,180
89,267
90,219
91,212
92,236
93,149
94,186
95,277
96,173
97,65
