,nets
0,21
1,194
2,170
3,61
4,123
5,70
6,145
7,300
8,271
9,233
10,247
11,75
12,144
13,92
14,78
15,100
16,284
17,140
18,106
19,109
20,264
21,63
22,177
23,120
24,13
25,14
26,299
27,202
28,146
29,209
30,9
31,204
32,155
33,219
34,27
35,122
36,157
37,197
38,203
39,77
40,255
41,254
42,24
43,89
44,268
45,73
46,229
47,161
48,72
49,80
50,102
51,46
52,168
53,211
54,234
55,147
56,130
57,148
58,159
59,286
60,12
61,163
62,4
63,28
64,22
65,156
66,179
67,88
68,240
69,82
70,291
71,269
72,199
73,293
74,117
75,8
76,101
77,79
78,236
79,182
80,256
81,112
82,7
83,183
84,248
85,166
86,135
87,55
88,133
