,nets
0,199
1,165
2,287
3,22
4,102
5,235
6,239
7,169
8,147
9,269
10,202
11,18
12,119
13,272
14,205
15,84
16,5
17,170
18,249
19,279
20,126
21,16
22,258
23,245
24,194
25,96
26,135
27,142
28,276
29,265
30,243
31,7
32,145
33,93
34,62
35,23
36,172
37,300
38,99
39,54
40,73
41,34
42,107
43,294
44,76
45,12
46,158
47,159
48,20
49,80
50,241
51,218
52,13
53,8
54,6
55,45
56,196
57,184
58,78
59,285
60,59
61,33
62,186
63,161
64,163
65,229
66,137
67,203
68,10
69,274
70,278
71,152
72,156
73,57
74,118
75,40
76,71
77,281
78,117
79,111
80,151
81,216
82,11
