,nets
0,31
1,284
2,56
3,145
4,117
5,206
6,47
7,111
8,183
9,99
10,161
11,45
12,25
13,121
14,233
15,8
16,186
17,63
18,20
19,5
20,119
21,174
22,282
23,39
24,81
25,96
26,241
27,67
28,169
29,256
30,115
31,182
32,234
33,216
34,84
35,107
36,167
37,54
38,65
39,285
40,78
41,127
42,172
43,162
44,189
45,122
46,92
47,49
48,287
49,26
50,202
51,98
52,222
53,191
54,22
55,102
56,198
57,251
58,296
59,224
60,52
61,140
62,205
63,207
64,221
65,164
66,298
67,292
68,243
69,151
70,171
71,193
72,280
73,42
74,36
75,283
76,215
77,18
78,55
79,126
80,85
81,95
82,291
83,114
84,30
85,64
86,238
87,286
88,262
89,24
90,118
91,276
92,175
93,220
94,27
