,nets
0,168
1,126
2,96
3,294
4,40
5,78
6,169
7,207
8,176
9,138
10,201
11,268
12,210
13,41
14,206
15,5
16,184
17,215
18,131
19,92
20,151
21,133
22,182
23,120
24,93
25,141
26,8
27,173
28,122
29,223
30,106
31,4
32,262
33,267
34,149
35,114
36,297
37,128
38,269
39,109
40,10
41,290
42,259
43,13
44,218
45,16
46,32
47,192
48,64
49,251
50,155
51,166
52,253
53,296
54,48
55,160
56,165
57,283
58,254
59,61
60,204
61,6
62,102
63,178
64,157
65,175
66,247
67,44
68,88
69,95
70,194
71,190
72,100
73,66
74,143
75,285
76,241
77,280
78,228
79,118
80,220
81,196
82,230
83,261
84,112
85,153
86,136
87,54
88,71
89,124
