,nets
0,298
1,55
2,51
3,193
4,15
5,233
6,247
7,295
8,99
9,120
10,77
11,163
12,122
13,84
14,197
15,102
16,52
17,110
18,234
19,20
20,113
21,299
22,26
23,123
24,185
25,231
26,91
27,157
28,109
29,214
30,128
31,7
32,203
33,288
34,38
35,249
36,80
37,252
38,167
39,4
40,178
41,225
42,261
43,3
44,189
45,142
46,31
47,11
48,95
49,62
50,230
51,285
52,2
53,47
54,32
55,124
56,119
57,275
58,287
59,244
60,253
61,232
62,274
63,45
64,100
65,281
66,53
67,209
68,219
69,258
70,263
71,13
72,153
73,173
74,183
75,186
76,291
77,24
78,60
79,86
80,152
81,85
82,140
83,105
84,216
85,144
86,202
87,44
88,267
89,242
90,175
91,174
