,nets
0,252
1,60
2,208
3,78
4,25
5,164
6,2
7,250
8,176
9,160
10,92
11,223
12,81
13,1
14,98
15,276
16,66
17,128
18,197
19,248
20,129
21,190
22,13
23,100
24,48
25,295
26,192
27,300
28,144
29,219
30,147
31,119
32,185
33,94
34,73
35,262
36,109
37,77
38,115
39,235
40,86
41,162
42,292
43,135
44,126
45,264
46,242
47,93
48,113
49,80
50,97
51,3
52,116
53,296
54,12
55,287
56,240
57,56
58,37
59,156
60,159
61,279
62,217
63,290
64,83
65,282
66,45
67,99
68,155
69,42
70,138
71,23
72,65
73,245
74,263
75,257
76,5
77,277
78,62
79,169
80,286
81,76
82,186
83,46
84,249
85,255
86,234
