,Unnamed: 0,x,y,class,realclass
100,100,0.8660139862794075,0.7736533783977599,0,0
0,0,0.020960225406117416,0.7737893602916518,1,0
0,0,0.020960225406117416,0.7737893602916518,1,0
36,36,0.4082342548346405,0.4392908274577096,1,0
66,66,0.17907652768537485,0.16991116850832033,1,1
50,50,0.2624955090882962,0.298547723414104,0,0
110,110,0.8235890696917083,0.9754936679436768,0,0
50,50,0.2624955090882962,0.298547723414104,0,0
26,26,0.473397081648166,0.06254653022966916,0,1
86,86,0.975774481750084,0.1718836978822672,1,1
18,18,0.07616900754057931,0.5769339100426898,1,0
22,22,0.3320191775455632,0.4968525430015025,1,0
94,94,0.8473875895186477,0.5877592354272737,1,1
52,52,0.2719278374246771,0.9191686886305998,0,0
0,0,0.020960225406117416,0.7737893602916518,1,0
112,112,0.3713402651798032,0.07383187256388046,1,1
78,78,0.172100646942701,0.2398086935337411,1,1
32,32,0.7062264858625882,0.7874182101095152,1,0
62,62,0.755152080700534,0.9777708116902456,0,0
96,96,0.6300640766411579,0.7875035828108031,0,0
30,30,0.028406023241866807,0.9918999557552668,1,0
98,98,0.7360628192277092,0.3392944139378405,1,1
118,118,0.8001111554969652,0.2816115079989609,1,1
48,48,0.5359957138140486,0.27891151502184885,1,1
68,68,0.9129793664968484,0.13001048954005956,1,1
78,78,0.172100646942701,0.2398086935337411,1,1
98,98,0.7360628192277092,0.3392944139378405,1,1
108,108,0.6103767287124373,0.640158398178649,0,0
6,6,0.14067106021701206,0.2266001240055151,0,1
88,88,0.14566607255308062,0.06373439286187332,1,1
4,4,0.9307729610869862,0.8490165086112005,1,0
34,34,0.7033197579781679,0.17581464706318572,0,1
84,84,0.7926854223570428,0.7851512371499222,0,0
76,76,0.8978597303169521,0.19890666689344286,1,1
90,90,0.7643476469335556,0.2298139800395419,1,1
108,108,0.6103767287124373,0.640158398178649,0,0
10,10,0.11287225032758108,0.8088336208496899,1,0
68,68,0.9129793664968484,0.13001048954005956,1,1
108,108,0.6103767287124373,0.640158398178649,0,0
4,4,0.9307729610869862,0.8490165086112005,1,0
118,118,0.8001111554969652,0.2816115079989609,1,1
52,52,0.2719278374246771,0.9191686886305998,0,0
116,116,0.9635873290356904,0.7629463875627694,0,0
10,10,0.11287225032758108,0.8088336208496899,1,0
34,34,0.7033197579781679,0.17581464706318572,0,1
12,12,0.3873081336593579,0.31845368366491755,1,0
42,42,0.26964017531849394,0.6030272800276109,1,0
58,58,0.948893654079616,0.6110360575087446,1,1
116,116,0.9635873290356904,0.7629463875627694,0,0
62,62,0.755152080700534,0.9777708116902456,0,0
108,108,0.6103767287124373,0.640158398178649,0,0
88,88,0.14566607255308062,0.06373439286187332,1,1
82,82,0.2564800508545525,0.1556031548632698,1,1
52,52,0.2719278374246771,0.9191686886305998,0,0
30,30,0.028406023241866807,0.9918999557552668,1,0
34,34,0.7033197579781679,0.17581464706318572,0,1
104,104,0.8465615080072596,0.07895562714808257,1,1
104,104,0.8465615080072596,0.07895562714808257,1,1
100,100,0.8660139862794075,0.7736533783977599,0,0
110,110,0.8235890696917083,0.9754936679436768,0,0
